번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
781,032940,원익,074605,기계장비 및 관련 물품 도매업,"12,634,432","6,317,216,000","500",원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,1268
782,240810,원익IPS,032902,특수 목적용 기계 제조업,"41,273,436","20,636,718,000","500",원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,1268
783,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000","500",원(KRW),054-472-6138,경북 구미시 구포동 637 ,1268
784,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"6,304,000","3,152,000,000","500",원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -,1268
785,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000","500",원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,1268
786,030530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500","500",원(KRW),031-659-2389,경기도 평택시 칠괴길 78-40 78-40, Chilgoe-gil, Pyeongtaek-si, Gyeonggi-do, Korea ,1268
787,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000","500",원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",1268
788,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,1268
789,008290,원풍물산,031401,봉제의복 제조업,"38,391,781","19,195,890,500","500",원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,1268
790,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500","500",원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,1268
791,095270,웨이브일렉트로,032604,통신 및 방송 장비 제조업,"10,654,500","5,327,250,000","500",원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,1268
792,065950,웰크론,031302,직물직조 및 직물제품 제조업,"25,490,497","12,745,248,500","500",원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,1268
793,114190,웰크론강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,253,030","7,626,515,000","500",원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18 ,1268
794,076080,웰크론한텍,032902,특수 목적용 기계 제조업,"19,362,573","9,681,286,500","500",원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,1268
795,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"6,849,238","3,424,619,000","500",원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,1268
796,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000","500",원(KRW),031-627-6600,경기도 성남시 분당구 판교로 242(삼평동, 판교디지털콘텐츠파크 B동) ,1268
797,039790,위노바,032004,기타 화학제품 제조업,"78,610,739","39,305,369,500","500",원(KRW),031-8094-4550,경기도 평택시  청북면 청북산단로 178 ,1268
798,044340,위닉스,032805,가정용 기기 제조업,"16,358,641","8,179,320,500","500",원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,1268
799,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000","500",원(KRW),02-3709-2000,경기도 성남시 분당구 대왕판교로 644번길 49(삼평동 코리아벤처타운 업무시설비블럭 아이레보타워),1268
800,038620,위즈코프,074707,연료 소매업,"35,562,929","17,781,464,500","500",원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",1268
801,036090,위지트,032902,특수 목적용 기계 제조업,"72,749,313","36,374,656,500","500",원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",1268
802,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,478,731","5,739,365,500","500",원(KRW),031-622-8600,경기 성남시 분당구 삼평동 633 판교세븐벤처밸리 1동 7층,1268
803,097800,윈팩,032601,반도체 제조업,"34,091,218","17,045,609,000","500",원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,1268
804,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,863,089","4,931,544,500","500",원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,1268
805,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500","500",원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,1268
806,018000,유니슨,032901,일반 목적용 기계 제조업,"76,102,910","38,051,455,000","500",원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,1268
807,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500","500",원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,1268
808,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500","500",원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,1268
809,086390,유니테스트,032902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000","500",원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,1268
810,241690,유니테크노,033003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000","500",원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,1268
811,142210,유니트론텍,074605,기계장비 및 관련 물품 도매업,"9,931,950","4,965,975,000","500",원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",1268
812,048430,유라테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000","500",원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,1268
813,206650,유바이오로직스,137001,자연과학 및 공학 연구개발업,"24,449,486","12,224,743,000","500",원(KRW),02-572-6675,서울특별시 서초구 마방로 8 봄날아침빌딩 6층 ,1268
814,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500","500",원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,1268
815,032620,유비케어,105802,소프트웨어 개발 및 공급업,"40,286,470","20,143,235,000","500",원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,1268
816,264450,유비쿼스,032604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로255번길 68 ,1268
817,078070,유비쿼스홀딩스,116409,기타 금융업,"16,076,045","8,038,022,500","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,1268
818,024800,유성티엔에스,084902,육상 여객 운송업,"22,723,235","11,361,617,500","500",원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",1268
819,054930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000","5,000",원(KRW),(02)6202-0114,서울특별시 강남구 역삼로4길 8 ,1268
820,069330,유아이디,032602,전자부품 제조업,"11,887,792","5,943,896,000","500",원(KRW),(041)862-7576,세종특별자치시   전동면 노장공단길 25-9 ,1268
821,049520,유아이엘,032602,전자부품 제조업,"21,784,936","11,142,469,000","500",원(KRW),031-948-1234,경기도 파주시 광탄면 보광로 869-26 ,1268
822,219960,유안타제2호스팩,116601,금융 지원 서비스업,"6,500,000","650,000,000","100",원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권 ,1268
823,056090,유앤아이,032701,의료용 기기 제조업,"7,687,642","3,843,821,000","500",원(KRW),031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp,1268
824,195990,유지인트,032902,특수 목적용 기계 제조업,"73,952,043","36,976,021,500","500",원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,1268
825,023410,유진기업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","73,200,915","36,600,457,500","500",원(KRW),02-3704-3300,경기도 부천시 오정구  석천로 457 ,1268
826,056080,유진로봇,032902,특수 목적용 기계 제조업,"37,111,093","18,555,546,500","500",원(KRW),032-550-2304,서울특별시 금천구  디지털로 130 1214호(가산동),1268
827,221200,유진스팩3호,116601,금융 지원 서비스업,"6,750,000","675,000,000","100",원(KRW),02-368-6296,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,1268
828,215090,유진에이씨피씨스팩2호,116601,금융 지원 서비스업,"5,500,000","550,000,000","100",원(KRW),02-368-6298,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,1268
829,084370,유진테크,032902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000","500",원(KRW),(031)323-5700,경기도 용인시 처인구  양지면 추계로 42 유진테크 ,1268
830,178780,유테크,032602,전자부품 제조업,"11,054,469","5,527,234,500","500",원(KRW),031-444-0202,경기도 안양시 만안구 전파로 48 &nbsp,1268
831,179900,유티아이,032602,전자부품 제조업,"5,332,145","2,666,072,500","500",원(KRW),041-333-4352,충청남도 예산군 응봉면 응봉로 50-16 &nbsp,1268
832,191410,육일씨엔에쓰,032602,전자부품 제조업,"8,522,980","4,261,490,000","500",원(KRW),02-2659-1116,서울특별시 영등포구 국회대로70길 15-1 극동VIP빌딩 7층 ,1268
833,044960,이-글 벳,074607,기타 전문 도매업,"11,668,434","5,834,217,000","500",원(KRW),041 -331 -4100,충청남도 예산군 신암면 추사로 235-34 ,1268
834,039020,이건홀딩스,116409,기타 금융업,"14,327,078","14,327,078,000","1,000",원(KRW),032-760-0552,인천 남구 도화동 967-3 ,1268
835,060230,이그잭스,032602,전자부품 제조업,"41,322,576","20,661,288,000","500",원(KRW),02-6959-2176,대구광역시 달성군 논공읍 논공로 556- ,1268
836,067920,이글루시큐리티,105802,소프트웨어 개발 및 공급업,"10,996,119","5,498,059,500","500",원(KRW),02 3452 8814,서울특별시 송파구 정의로8길 7 한스빌딩 ,1268
837,073490,이노와이어리스,032604,통신 및 방송 장비 제조업,"6,002,500","3,001,250,000","500",원(KRW),031-788-4600,경기도 성남시 분당구 서현로 190- ,1268
838,215790,이노인스트루먼트,032604,통신 및 방송 장비 제조업,"100,439,748","10,043,974,800","100",원(KRW),02-750-5644,인천광역시 연수구 송도미래로 30 송도스마트밸리 E-2206,1268
839,088390,이녹스,116409,기타 금융업,"9,350,844","4,675,422,000","500",원(KRW),031-727-9191,충청남도 아산시 둔포면 아산밸리로 171 ,1268
840,272290,이녹스첨단소재,032602,전자부품 제조업,"8,660,841","4,330,420,500","500",원(KRW),031-727-9102,충청남도 아산시 둔포면 아산밸리로 171 ,1268
841,053350,이니텍,105802,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000","500",원(KRW),(02)6445-7000,"서울특별시 구로구 디지털로26길 61 (구로동, 에이스하이앤드2차11층)",1268
842,258610,이더블유케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","7,380,944","3,690,472,000","500",원(KRW),051-941-3511,부산광역시 강서구 범방2로 6 &nbsp,1268
843,033110,이디,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","54,241,337","27,120,668,500","500",원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리 2차)",1268
844,041520,이라이콤,032602,전자부품 제조업,"12,188,730","6,094,365,000","500",원(KRW),(031)213-3881,경기도 수원시 영통구  신원로250번길 32 이라이콤(주) ,1268
845,054210,이랜텍,032602,전자부품 제조업,"20,478,206","10,239,103,000","500",원(KRW),070-7098-8071,경기도 수원시 영통구  삼성로268번길 37 ,1268
846,065440,이루온,105802,소프트웨어 개발 및 공급업,"15,275,020","7,637,510,000","500",원(KRW),070-4489-1000,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 9층 905호,1268
847,036260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","35,125,101","17,562,550,500","500",원(KRW),02-3443-1960,"서울특별시 강남구 압구정로 113 (압구정동, 뉴타운빌딩3층)",1268
848,115610,이미지스,032601,반도체 제조업,"7,669,128","3,834,564,000","500",원(KRW),031-888-5280,경기도 수원시 영통구 광교로 105 경기 R&DB 센터 3층 301호(이의동 906-5),1268
849,225440,이베스트스팩3호,116409,기타 금융업,"4,100,000","410,000,000","100",원(KRW),02-3779-8832,서울특별시 서초구 서초대로 274 7층(서초동 3000타워),1268
850,078020,이베스트투자증권,116601,금융 지원 서비스업,"40,481,190","202,405,950,000","5,000",원(KRW),02-3779-0100,서울특별시 영등포구  여의대로 14 (여의도동)KT빌딩 17층,1268
851,080010,이상네트웍스,074601,상품 중개업,"9,015,000","4,507,500,000","500",원(KRW),02-3397-0500,"서울특별시 금천구  가산로9길 109 (가산동,이에스빌딩)",1268
852,086890,이수앱지스,032103,의료용품 및 기타 의약 관련제품 제조업,"25,613,216","12,806,608,000","500",원(KRW),031-696-4700,경기도 성남시 분당구 대왕판교로712번길 22, 씨동 5층(삼평동, 글로벌알앤디센터) ,1268
853,047560,이스트소프트,105802,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000","500",원(KRW),02-583-4620,"서울특별시 서초구  반포대로 3 (서초동, 이스트빌딩)",1268
854,900110,이스트아시아홀딩스,116409,기타 금융업,"92,565,330","506,811,672","0",중국위안(CNY),852-3189-0100,"Suite 501-2 5th Floor, ICBC Tower, 3 Garden Road, Central, Hong Kong -",1268
855,067010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","7,500,000","3,750,000,000","500",원(KRW),02-3415-8300,"서울특별시 서초구 반포대로28길 8 (서초동, 일홍빌딩 3,4,5층)",1268
856,223310,이에스브이,105802,소프트웨어 개발 및 공급업,"79,442,511","7,944,251,100","100",원(KRW),070-7860-9660,경기도 성남시 분당구 판교로 744 (분당테크노파크C동 403-1호) ,1268
857,052190,이에스에이,189001,창작 및 예술관련 서비스업,"14,909,754","7,454,877,000","500",원(KRW),02  -598 -2554,"서울특별시 강남구 테헤란로 413 8층(삼성동, 태양빌딩)",1268
858,226360,이엑스티,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","25,322,574","2,532,257,400","100",원(KRW),02-6114-0920,"서울특별시 금천구 가산디지털1로 165 1401호, 1402호 (가산동)",1268
859,102710,이엔에프테크놀로지,032004,기타 화학제품 제조업,"14,200,000","7,100,000,000","500",원(KRW),031-881-8200,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩 ,1268
860,094190,이엘케이,032602,전자부품 제조업,"66,014,510","33,007,255,000","500",원(KRW),042-939-9300,대전광역시 유성구  테크노2로 89 이엘케이대덕공장 ,1268
